institution,state,division,year,partic_total,recruit_total,recruit_per_athlete,aid_total,aid_per_athlete,vs_division_median
Mars Hill University,NC,NCAA D2,2024,606,50839,83.89273927392739,4695369,7748.133663366337,0.6681697435308337
Methodist University,NC,NCAA D3,2024,582,83344,143.20274914089347,0,0.0,1.2670901030953714
Montreat College,NC,NAIA,2024,485,0,0.0,8355247,17227.313402061856,0.0
University of Mount Olive,NC,NCAA D2,2024,117,27102,231.64102564102564,5131201,43856.418803418805,1.8449215752558612
North Carolina A & T State University,NC,NCAA D1 (FCS),2024,405,500081,1234.767901234568,2672355,6598.407407407408,1.7517590287451008
University of North Carolina Asheville,NC,NCAA D1 (No Football),2024,292,140645,481.6609589041096,2265233,7757.647260273972,0.61590013281268
University of North Carolina at Chapel Hill,NC,NCAA D1 (FBS),2024,830,4192937,5051.731325301204,17149342,20661.857831325302,1.4039081312842758
University of North Carolina at Charlotte,NC,NCAA D1 (FBS),2024,478,1175771,2459.7719665271966,7442926,15570.97489539749,0.6835862088739935
University of North Carolina at Greensboro,NC,NCAA D1 (No Football),2024,238,261205,1097.5,2785344,11703.126050420167,1.4033738530518651
North Carolina Central University,NC,NCAA D1 (FCS),2024,282,74862,265.468085106383,4973995,17638.28014184397,0.37661824093727936
North Carolina State University at Raleigh,NC,NCAA D1 (FBS),2024,542,3400679,6274.3154981549815,12206946,22522.040590405904,1.743672016361149
North Carolina Wesleyan University,NC,NCAA D3,2024,416,47842,115.0048076923077,0,0.0,1.0175883808762494
University of North Carolina Wilmington,NC,NCAA D1 (No Football),2024,359,291976,813.3036211699165,3158655,8798.481894150418,1.0399717872822416
William Peace University,NC,NCAA D3,2024,248,30301,122.18145161290323,0,0.0,1.081088938929638
University of North Carolina at Pembroke,NC,NCAA D2,2024,424,47522,112.08018867924528,1750157,4127.728773584906,0.8926707075349133
Pfeiffer University,NC,NCAA D3,2024,459,5571,12.137254901960784,0,0.0,0.10739315870178788
Pitt Community College,NC,2-Year (JUCO),2024,81,0,0.0,88400,1091.358024691358,0.0
Queens University of Charlotte,NC,NCAA D1 (No Football),2024,565,171589,303.69734513274335,8952184,15844.573451327433,0.3883379620961823
Mid-Atlantic Christian University,NC,Other,2024,73,0,0.0,99900,1368.4931506849316,
Rockingham Community College,NC,2-Year (JUCO),2024,43,0,0.0,0,0.0,0.0
Sandhills Community College,NC,2-Year (JUCO),2024,47,0,0.0,0,0.0,0.0
Shaw University,NC,NCAA D2,2024,298,78700,264.09395973154363,2527429,8481.305369127516,2.103395298199648
Southeastern Community College,NC,2-Year (JUCO),2024,50,0,0.0,14000,280.0,0.0
Surry Community College,NC,2-Year (JUCO),2024,54,0,0.0,0,0.0,0.0
Wake Forest University,NC,NCAA D1 (FBS),2024,440,1943890,4417.931818181818,21451892,48754.3,1.2277712339808906
Wake Technical Community College,NC,2-Year (JUCO),2024,174,0,0.0,64250,369.2528735632184,0.0
Warren Wilson College,NC,NCAA D3,2024,197,7000,35.53299492385787,0,0.0,0.3144039236080651
Wingate University,NC,NCAA D2,2024,808,60332,74.66831683168317,6983804,8643.321782178218,0.5947011688866165
Carolina Christian College,NC,Other,2024,29,0,0.0,0,0.0,
Winston-Salem State University,NC,NCAA D2,2024,224,19896,88.82142857142857,1687482,7533.401785714285,0.707424643208165
Western Carolina University,NC,NCAA D1 (FCS),2024,370,224942,607.9513513513514,3417328,9236.021621621621,0.8624975331013246
Bismarck State College,ND,2-Year (JUCO),2024,215,8316,38.67906976744186,619949,2883.4837209302327,4.061979322135085
Dickinson State University,ND,NAIA,2024,431,87980,204.12993039443157,1585139,3677.816705336427,3.26851694090552
Nueta Hidatsa Sahnish College,ND,Other,2024,16,0,0.0,27115,1694.6875,
University of Jamestown,ND,NCAA D2,2024,586,171400,292.4914675767918,3651217,6230.745733788396,2.3295692877259535
Lake Region State College,ND,2-Year (JUCO),2024,117,16353,139.76923076923077,312537,2671.25641025641,14.678215600035903
University of Mary,ND,NCAA D2,2024,432,117874,272.85648148148147,3691506,8545.152777777777,2.1731850316260655
Mayville State University,ND,NAIA,2024,275,131839,479.4145454545455,700835,2548.490909090909,7.676358682467109
Minot State University,ND,NCAA D2,2024,215,186343,866.7116279069768,1693371,7876.144186046512,6.902986970575354
University of North Dakota,ND,NCAA D1 (FCS),2024,387,662732,1712.485788113695,5692366,14708.95607235142,2.4294949989600947
North Dakota State College of Science,ND,2-Year (JUCO),2024,189,10318,54.592592592592595,226876,1200.4021164021165,5.73317775184753
Dakota College at Bottineau,ND,2-Year (JUCO),2024,123,10996,89.39837398373983,80888,657.6260162601626,9.38839400062612
North Dakota State University-Main Campus,ND,NCAA D1 (FCS),2024,453,518580,1144.76821192053,5304959,11710.726269315674,1.624076920891076
Williston State College,ND,2-Year (JUCO),2024,123,7330,59.59349593495935,275695,2241.4227642276423,6.25836013319293
Trinity Bible College and Graduate School,ND,Other,2024,52,4372,84.07692307692308,0,0.0,inf
Turtle Mountain Community College,ND,Other,2024,30,6509,216.96666666666667,21650,721.6666666666666,inf
United Tribes Technical College,ND,2-Year (JUCO),2024,24,6770,282.0833333333333,67883,2828.4583333333335,29.623687281213535
Valley City State University,ND,NAIA,2024,287,48534,169.10801393728224,786845,2741.6202090592333,2.7077479883957856
University of Akron Main Campus,OH,NCAA D1 (FBS),2024,485,368419,759.6268041237114,7008493,14450.501030927835,0.21110510008906314
Ashland University,OH,NCAA D2,2024,742,87213,117.5377358490566,5319785,7169.521563342318,0.9361377336961816
Baldwin Wallace University,OH,NCAA D3,2024,711,133483,187.73980309423348,0,0.0,1.6611639642736875
Bluffton University,OH,NCAA D3,2024,372,23346,62.75806451612903,0,0.0,0.5552974570311504
Bowling Green State University-Main Campus,OH,NCAA D1 (FBS),2024,439,1011832,2304.8564920273348,8285137,18872.74943052392,0.6405342173274814
Bryant & Stratton College-Parma,OH,2-Year (JUCO),2024,90,844,9.377777777777778,575319,6392.433333333333,0.9848308051341891
Capital University,OH,NCAA D3,2024,431,55950,129.81438515081206,0,0.0,1.1486268500486025
Case Western Reserve University,OH,NCAA D3,2024,525,56222,107.08952380952381,0,0.0,0.9475521704596594
Cedarville University,OH,NCAA D2,2024,299,52582,175.85953177257525,2710245,9064.364548494983,1.4006458635026666
Central State University,OH,NCAA D2,2024,275,76000,276.3636363636364,1325889,4821.414545454545,2.20111801841865
University of Cincinnati-Main Campus,OH,NCAA D1 (FBS),2024,447,1999976,4474.219239373601,11046371,24712.23937360179,1.243413864835859
University of Cincinnati-Clermont College,OH,Other,2024,130,0,0.0,0,0.0,
Ohio Christian University,OH,Other,2024,197,8002,40.619289340101524,803293,4077.6294416243654,inf
Clark State College,OH,2-Year (JUCO),2024,69,0,0.0,33000,478.2608695652174,0.0
Cleveland State University,OH,NCAA D1 (No Football),2024,368,255502,694.2989130434783,3354347,9115.073369565218,0.887800401610522
Cuyahoga Community College District,OH,2-Year (JUCO),2024,116,0,0.0,251521,2168.2844827586205,0.0
University of Dayton,OH,NCAA D1 (FCS),2024,427,501612,1174.735362997658,6580831,15411.782201405153,1.6665911678298253
Defiance College,OH,NAIA,2024,340,62444,183.65882352941176,1456739,4284.5264705882355,2.940734731515075
Denison University,OH,NCAA D3,2024,642,99058,154.29595015576325,0,0.0,1.3652452383976943
Edison State Community College,OH,2-Year (JUCO),2024,77,0,0.0,426675,5541.233766233766,0.0
The University of Findlay,OH,NCAA D2,2024,444,43369,97.67792792792793,7147401,16097.75,0.7779628680274884
Heidelberg University,OH,NCAA D3,2024,551,58724,106.57713248638838,0,0.0,0.9430184168945092
Hiram College,OH,NCAA D3,2024,436,45174,103.61009174311927,0,0.0,0.9167653736824816
Hocking College,OH,2-Year (JUCO),2024,254,1491,5.8700787401574805,34450,135.62992125984252,0.6164610112184052
John Carroll University,OH,NCAA D3,2024,666,58128,87.27927927927928,0,0.0,0.7722666753503759
Kent State University at Tuscarawas,OH,Other,2024,65,0,0.0,0,0.0,
Kent State University at Kent,OH,NCAA D1 (FBS),2024,478,685486,1434.071129707113,8273781,17309.16527196653,0.3985374498743363
Kenyon College,OH,NCAA D3,2024,499,133860,268.2565130260521,0,0.0,2.373593906439333
Lake Erie College,OH,NCAA D2,2024,487,50754,104.217659137577,3722921,7644.601642710472,0.8300490266501551
Lakeland Community College,OH,2-Year (JUCO),2024,105,205,1.9523809523809523,121517,1157.304761904762,0.20503417236206034
Lorain County Community College,OH,2-Year (JUCO),2024,70,0,0.0,0,0.0,0.0
Lourdes University,OH,NAIA,2024,323,34392,106.47678018575851,3095058,9582.222910216718,1.7049002034035796
Malone University,OH,NCAA D2,2024,427,37409,87.60889929742389,4047290,9478.430913348946,0.6977673667734315
Marietta College,OH,NCAA D3,2024,480,65150,135.72916666666666,0,0.0,1.2009621659952057
Miami University-Oxford,OH,NCAA D1 (FBS),2024,625,1162591,1860.1456,12631081,20209.7296,0.5169462437824643
University of Mount Union,OH,NCAA D3,2024,834,102646,123.07673860911271,0,0.0,1.0890106394495835
Mount Vernon Nazarene University,OH,NAIA,2024,406,57941,142.71182266009853,1978382,4872.862068965517,2.2850936613299346
Mount St. Joseph University,OH,NCAA D3,2024,496,47900,96.5725806451613,0,0.0,0.8544958941079448
Muskingum University,OH,NCAA D3,2024,596,75969,127.46476510067114,0,0.0,1.1278368838682826
University of Northwestern Ohio,OH,NAIA,2024,166,20773,125.13855421686748,1698950,10234.638554216868,2.003711477429734
Oberlin College,OH,NCAA D3,2024,395,149622,378.78987341772154,0,0.0,3.351617916832884
Ohio Dominican University,OH,NCAA D2,2024,400,52086,130.215,1837153,4592.8825,1.0371067139645491
Ohio Northern University,OH,NCAA D3,2024,763,114974,150.6867627785059,0,0.0,1.3333103374731312
Ohio State University-Main Campus,OH,NCAA D1 (FBS),2024,956,4109922,4299.081589958159,29622164,30985.527196652718,1.194742002799789
Ohio University-Main Campus,OH,NCAA D1 (FBS),2024,477,708969,1486.308176100629,9609909,20146.559748427673,0.41305445591914186
Ohio Wesleyan University,OH,NCAA D3,2024,590,86230,146.15254237288136,0,0.0,1.2931905364519416
Otterbein University,OH,NCAA D3,2024,522,46617,89.30459770114942,0,0.0,0.790187147850827
Owens Community College,OH,2-Year (JUCO),2024,130,0,0.0,0,0.0,0.0
University of Rio Grande,OH,NAIA,2024,330,66493,201.4939393939394,3165980,9593.878787878788,3.226309601567603
Shawnee State University,OH,NAIA,2024,333,0,0.0,1260000,3783.7837837837837,0.0
Franciscan University of Steubenville,OH,NCAA D3,2024,398,3480,8.743718592964823,0,0.0,0.07736638688756103
Southern State Community College,OH,2-Year (JUCO),2024,23,0,0.0,0,0.0,0.0
Terra State Community College,OH,2-Year (JUCO),2024,130,6000,46.15384615384615,40000,307.6923076923077,4.846961673099362
Tiffin University,OH,NCAA D2,2024,999,91662,91.75375375375376,5713282,5719.001001001001,0.7307793575968051
University of Toledo,OH,NCAA D1 (FBS),2024,349,778991,2232.0659025787963,9530547,27308.15759312321,0.6203052514883914
Ursuline College,OH,NCAA D2,2024,196,32881,167.76020408163265,1328856,6779.877551020408,1.3361381867613116
Walsh University,OH,NCAA D2,2024,667,55663,83.4527736131934,4130947,6193.32383808096,0.6646656054464266
Wilberforce University,OH,NAIA,2024,109,0,0.0,0,0.0,0.0
Wilmington College,OH,NCAA D3,2024,401,55390,138.12967581047383,0,0.0,1.222202410311433
Wittenberg University,OH,NCAA D3,2024,641,64149,100.07644305772232,0,0.0,0.8854988560775912
The College of Wooster,OH,NCAA D3,2024,490,69056,140.93061224489796,0,0.0,1.246985725273957
Wright State University-Main Campus,OH,NCAA D1 (No Football),2024,259,110241,425.64092664092664,2395144,9247.660231660231,0.5442672867759849
Wright State University-Lake Campus,OH,Other,2024,32,0,0.0,0,0.0,
Xavier University,OH,NCAA D1 (No Football),2024,377,544191,1443.477453580902,8882778,23561.745358090186,1.845775413052688
Youngstown State University,OH,NCAA D1 (FCS),2024,472,390970,828.3262711864406,5905342,12511.31779661017,1.1751423266241512
Oklahoma Wesleyan University,OK,NAIA,2024,464,45904,98.93103448275862,8101022,17459.099137931036,1.5840781484782476
Southern Nazarene University,OK,NCAA D2,2024,585,69441,118.7025641025641,4821587,8242.02905982906,0.9454150919293207
Cameron University,OK,NCAA D2,2024,186,6197,33.31720430107527,1515934,8150.182795698925,0.26535726507064256
Carl Albert State College,OK,2-Year (JUCO),2024,183,0,0.0,359332,1963.5628415300546,0.0
University of Central Oklahoma,OK,NCAA D2,2024,433,32140,74.22632794457274,3044264,7030.632794457275,0.5911809166705129
Connors State College,OK,2-Year (JUCO),2024,251,0,0.0,532732,2122.438247011952,0.0
East Central University,OK,NCAA D2,2024,360,51737,143.7138888888889,1834709,5096.413888888889,1.1446195834321844
Eastern Oklahoma State College,OK,2-Year (JUCO),2024,132,8360,63.333333333333336,495868,3756.5757575757575,6.651108518086348
Redlands Community College,OK,2-Year (JUCO),2024,145,807,5.56551724137931,707628,4880.193103448276,0.5844767231320163
Randall University,OK,Other,2024,138,0,0.0,0,0.0,
Langston University,OK,NAIA,2024,244,59000,241.80327868852459,1047184,4291.737704918033,3.8717404705562024
Murray State College,OK,2-Year (JUCO),2024,230,20000,86.95652173913044,894320,3888.3478260869565,9.131956775404596
Northeastern State University,OK,NCAA D2,2024,314,53246,169.57324840764332,2339047,7449.1942675159235,1.3505783084310192
Northern Oklahoma College,OK,2-Year (JUCO),2024,271,13826,51.018450184501845,1350768,4984.383763837638,5.35783024107954
Northeastern Oklahoma A&M College,OK,2-Year (JUCO),2024,392,0,0.0,1325416,3381.1632653061224,0.0
Northwestern Oklahoma State University,OK,NCAA D2,2024,543,115673,213.02578268876613,1672974,3080.983425414365,1.6966591366130812
Oklahoma Christian University,OK,NCAA D2,2024,408,13541,33.18872549019608,3708324,9089.029411764706,0.2643339863595494
Oklahoma Panhandle State University,OK,NAIA,2024,381,95000,249.34383202099738,1256826,3298.755905511811,3.9924793855372913
Oklahoma State University-Main Campus,OK,NCAA D1 (FBS),2024,477,2453087,5142.740041928721,7437734,15592.733752620545,1.4292000300539516
Oklahoma Baptist University,OK,NCAA D2,2024,405,65000,160.49382716049382,4243890,10478.74074074074,1.27826460621291
Oklahoma City University,OK,NAIA,2024,310,33255,107.2741935483871,13112322,42297.81290322581,1.7176683412245244
University of Oklahoma-Norman Campus,OK,NCAA D1 (FBS),2024,579,6387881,11032.609671848013,19619031,33884.33678756477,3.0660321046803634
Oral Roberts University,OK,NCAA D1 (No Football),2024,251,318722,1269.8087649402391,5281661,21042.474103585657,1.6237051654607868
Rogers State University,OK,NCAA D2,2024,234,35295,150.83333333333334,1654572,7070.820512820513,1.201322909723556
Rose State College,OK,2-Year (JUCO),2024,142,0,0.0,337044,2373.549295774648,0.0
University of Science and Arts of Oklahoma,OK,NAIA,2024,224,3586,16.008928571428573,2582766,11530.205357142857,0.25633406203761716
Seminole State College,OK,2-Year (JUCO),2024,165,0,0.0,1250610,7579.454545454545,0.0
Southeastern Oklahoma State University,OK,NCAA D2,2024,372,25557,68.70161290322581,2116693,5690.034946236559,0.5471789271752793
Southwestern Christian University,OK,NAIA,2024,183,13072,71.43169398907104,1660596,9074.295081967213,1.1437602583301847
Southwestern Oklahoma State University,OK,NCAA D2,2024,337,106913,317.2492581602374,1463077,4341.474777448071,2.5267544878720174
University of Tulsa,OK,NCAA D1 (FBS),2024,455,862045,1894.6043956043957,18059794,39691.85494505495,0.5265225613314563
Western Oklahoma State College,OK,2-Year (JUCO),2024,187,21173,113.22459893048128,423686,2265.700534759358,11.89056464847528
Blue Mountain Community College,OR,Other,2024,192,3689,19.213541666666668,353192,1839.5416666666667,inf
Chemeketa Community College,OR,Other,2024,127,0,0.0,237238,1868.015748031496,
Clackamas Community College,OR,Other,2024,142,11485,80.88028169014085,513308,3614.845070422535,inf
Eastern Oregon University,OR,NAIA,2024,488,42710,87.52049180327869,1274180,2611.0245901639346,1.4013731821818254
George Fox University,OR,NCAA D3,2024,595,88254,148.32605042016806,0,0.0,1.3124222240573626
Lane Community College,OR,Other,2024,186,6774,36.41935483870968,465434,2502.3333333333335,inf
Lewis & Clark College,OR,NCAA D3,2024,421,60302,143.2351543942993,0,0.0,1.2673768320592016
Linfield University,OR,NCAA D3,2024,486,68361,140.6604938271605,0,0.0,1.2445956568162475
Linn-Benton Community College,OR,Other,2024,76,1623,21.355263157894736,236784,3115.5789473684213,inf
Mt Hood Community College,OR,Other,2024,115,4377,38.06086956521739,234199,2036.513043478261,inf
Bushnell University,OR,NAIA,2024,313,27604,88.19169329073482,1808921,5779.300319488818,1.412120422570691
Oregon Institute of Technology,OR,NAIA,2024,235,38093,162.09787234042554,2093347,8907.859574468084,2.5955019962318766
Oregon State University,OR,NCAA D1 (FBS),2024,503,1789710,3558.0715705765406,11242102,22350.10337972167,0.9888106251030652
University of Oregon,OR,NCAA D1 (FBS),2024,525,3482608,6633.539047619048,15144397,28846.470476190476,1.8435025159594887
Pacific University,OR,NCAA D3,2024,585,86285,147.4957264957265,0,0.0,1.3050753313940935
Portland Community College,OR,Other,2024,66,2000,30.303030303030305,85419,1294.2272727272727,inf
Portland State University,OR,NCAA D1 (FCS),2024,350,268498,767.1371428571429,5353761,15296.46,1.0883336171454558
University of Portland,OR,NCAA D1 (No Football),2024,322,399076,1239.3664596273293,7804614,24237.931677018634,1.5847785729297985
Rogue Community College,OR,Other,2024,52,307,5.903846153846154,102671,1974.4423076923076,inf
Southern Oregon University,OR,NAIA,2024,431,58173,134.9721577726218,1489149,3455.1020881670534,2.161166583351862
Southwestern Oregon Community College,OR,2-Year (JUCO),2024,280,10398,37.135714285714286,697284,2490.3,3.899899983330555
Treasure Valley Community College,OR,Other,2024,242,0,0.0,588060,2430.0,
Umpqua Community College,OR,Other,2024,261,0,0.0,287212,1100.4291187739464,
Warner Pacific University,OR,NAIA,2024,166,167,1.0060240963855422,1122211,6760.307228915663,0.016108401132757213
Corban University,OR,NAIA,2024,355,15554,43.81408450704225,3147361,8865.805633802816,0.7015486518063312
Willamette University,OR,NCAA D3,2024,370,60694,164.03783783783783,0,0.0,1.451443649681535
Western Oregon University,OR,NCAA D2,2024,407,79820,196.11793611793613,1448723,3559.5159705159704,1.5619953790022816
